river_id,pixel_count,area_m2,area_ha,skeleton_length,linearity_index,compactness,min_row,max_row,min_col,max_col,bbox_min_x,bbox_min_y,bbox_max_x,bbox_max_y
1300,12097,608960.4372678257,60.89604372678257,1130,10.274000988167607,102.58708770769613,940,1166,3504,3835,-161.80347099726725,60.030008692815436,-161.7737367613629,60.05031061823654
3717,11905,599295.1976253175,59.92951976253175,1217,11.15387770330317,39.99160016799664,3074,3180,1445,1684,-161.98843411426748,59.84908799459376,-161.966964378977,59.85861013660543
2510,11727,590334.7150400754,59.03347150400754,2020,18.65339586007454,32.77905687729172,1931,2047,2570,2764,-161.88737364480403,59.950867116284506,-161.8699463282921,59.96128757358029
1502,11613,584595.9790023362,58.45959790023362,3017,27.99645848609629,255.34177215189874,1081,1403,10431,10970,-161.18120799995765,60.0087186205818,-161.13278880614362,60.03764437273045
3677,11366,572162.0509205677,57.21620509205677,543,5.093261843478019,30.834418440964278,2990,3097,2529,2718,-161.89105673746892,59.85654401145195,-161.87407857859904,59.866155984992034
2216,11347,571205.5949142778,57.12055949142778,2014,18.906839556204364,347.5981316647572,1689,2067,4628,5243,-161.70250035933222,59.94907048571626,-161.64725396935887,59.983026803455985
3126,11292,568436.9064750177,56.84369064750177,1960,18.44465925924127,90.33829259652852,2435,2540,375,775,-162.08455384966825,59.90658017277741,-162.04862123830347,59.916012483260666
210,11249,566272.2955134142,56.62722955134142,1266,11.936492989018086,96.52093519423948,156,294,4616,4999,-161.70357833767318,60.10834178559065,-161.6691728622914,60.1207385365115
1447,11248,566221.9557236094,56.622195572360944,1125,10.607544652566293,41.83819345661451,1043,1193,1549,1742,-161.9790916353126,60.027583241548314,-161.9617541503291,60.0410579708101
1812,11090,558268.268934462,55.826826893446196,1024,9.723758935045185,47.004869251578,1342,1519,2446,2630,-161.8985127543271,59.998298163286016,-161.8819837530993,60.01419834381493
1954,11067,557110.4537689532,55.71104537689532,2061,19.59129015763539,235.967832294208,1467,1775,9227,9727,-161.28936516016566,59.97530129201255,-161.2444493959597,60.00296940276343
56,11047,556103.6579728586,55.610365797285866,1771,16.84986338999306,36.61591382275731,26,177,13775,13942,-160.8808113689481,60.11885207441485,-160.8658095037033,60.13241663520506
190,10961,551774.4360496518,55.177443604965184,1432,13.677852910818174,156.0864884590822,146,333,7792,8259,-161.4182734034368,60.10483835598259,-161.37632207966843,60.12163685179563
3660,10863,546841.1366487882,54.68411366487882,373,3.578771268562827,28.457700451072448,2959,3047,1369,1559,-161.99526131042677,59.86103558787255,-161.9781933200285,59.8689407623728
2924,10731,540196.2843945638,54.019628439456376,1601,15.455079183108243,46.976050694250304,2262,2422,457,652,-162.07718766433848,59.91718029313002,-162.05967051629816,59.931553337675936
358,10698,538535.0713310076,53.85350713310076,1849,17.87662847347376,229.23499719573752,287,399,7529,8200,-161.44189909540916,60.0989094751074,-161.38162213984472,60.10897060628954
3769,10577,532443.9567646353,53.244395676463526,966,9.392817284783849,29.227191074974,3188,3311,2910,3065,-161.85683092514395,59.837320064371795,-161.8429070382401,59.84836934236647
2632,10483,527712.0165229905,52.771201652299055,1069,10.440827301971552,43.85042449680435,2039,2146,5303,5535,-161.64186407765416,59.94197379497172,-161.62102316306257,59.9515857685118
893,10386,522829.0569119317,52.28290569119317,921,9.037232824435268,35.59252840362026,656,743,5500,5717,-161.624167266557,60.06800742933369,-161.60467382489162,60.07582277230553
1986,10264,516687.6025557546,51.66876025557546,1530,15.101952819273833,94.71901792673421,1493,1681,3313,3618,-161.82062881919393,59.98374545568328,-161.7932302030283,60.000633783024725
3683,10257,516335.2240271215,51.63352240271215,1125,11.10816557752928,68.46485327093693,2997,3157,1162,1421,-162.01385643680806,59.851154119747235,-161.99059007094937,59.86552716429315
3038,10191,513012.79790000926,51.301279790000926,1957,19.385741836637713,181.4934746344814,2366,2552,3767,4261,-161.7798453052949,59.905502194436465,-161.7354685302594,59.922210858721094
3006,10162,511552.94399567205,51.155294399567204,912,9.047013597234045,86.95138752214132,2336,2491,5374,5689,-161.6354860391369,59.910981917669595,-161.60718910768713,59.92490580457345
5365,10003,503548.9174167199,50.35489174167199,698,6.978953235516122,34.79956013196041,7885,7985,3422,3617,-161.81083718259703,59.41744750057433,-161.7933200345567,59.42643065341553
2926,9847,495695.91020718194,49.56959102071819,1551,15.630030621063913,51.19325682949122,2264,2358,2132,2393,-161.92671985424846,59.922929510948386,-161.90327382533295,59.93137367461911
4284,9531,479788.53662888706,47.9788536628887,1296,13.275037811440844,98.3132934634351,4297,4392,3313,3702,-161.82062881919393,59.74021218215847,-161.7856843546417,59.74874617735761
3547,9521,479285.13873083977,47.92851387308398,1937,19.851271912247274,119.80086125406996,2795,2882,3971,4418,-161.76151967349887,59.87585779006052,-161.72136498029874,59.88367313303236
3734,9472,476818.489030408,47.681848903040795,1508,15.494604553529925,71.68243243243244,3111,3222,2195,2496,-161.9210604679585,59.84531507040046,-161.8940211779065,59.85528637005419
2062,9412,473798.1016421241,47.379810164212415,1864,19.213432048978717,86.82702932426689,1555,1644,2344,2707,-161.9076755702251,59.98706922223452,-161.87506672541159,59.99506422826318
860,9365,471432.1315213018,47.14321315213018,2037,21.049274811770633,208.09567538707955,627,800,8809,9334,-161.32691473904185,60.062887032214206,-161.27975318662558,60.07842788662948
1923,9312,468764.1226616511,46.87641226616511,1928,19.979542802181246,179.81486254295532,1439,1625,5618,6079,-161.6135671462044,59.98877602127435,-161.57215481160648,60.00548468555897
2648,9283,467304.2687573139,46.73042687573139,294,3.0514281979399454,28.018959388128838,2046,2114,2374,2561,-161.90498062437277,59.944848403880904,-161.88818212855972,59.95095694781291
2982,9233,464787.2792670774,46.47872792670774,805,8.37769340438417,48.90978013646702,2312,2453,2307,2502,-161.91099933677637,59.91439551574925,-161.89348218873604,59.92706176125534
3402,9130,459602.28091719013,45.96022809171901,298,3.1187522429846166,23.9894852135816,2664,2749,5217,5366,-161.6495895890976,59.88780538333931,-161.6362046913642,59.89544106325433
1612,9123,459249.902388557,45.9249902388557,957,10.019431958489417,87.60670831963171,1170,1419,4510,4708,-161.71310047968484,60.00728131612721,-161.69531383705927,60.02964936670178
2545,8979,452000.9726566758,45.20009726566758,1513,15.967059447972241,80.46553068270408,1960,2085,3044,3344,-161.84479350033675,59.94745351820485,-161.81784404181317,59.958682459256345
5291,8662,436043.2592885762,43.60432592885762,1889,20.2965801555944,375.71184483952896,7627,7981,4159,4707,-161.74463134615743,59.41780682668798,-161.6954036685877,59.44960718774581
3255,8652,435539.8613905289,43.55398613905289,606,6.514999230943589,57.93619972260749,2530,2657,5173,5400,-161.6535421763477,59.89606988395321,-161.6331504193982,59.90747848806153
2403,8516,428693.64997708553,42.86936499770855,401,4.345367844075895,29.122123062470642,1839,1908,2442,2622,-161.89887208044075,59.96335369873376,-161.8827024053266,59.96955207419419
1003,8499,427837.87355040514,42.783787355040516,896,9.719056236282132,47.29450523591011,730,858,678,867,-162.05733489655944,60.057676803566316,-162.04035673768956,60.06917523920305
4977,8258,415705.9842074651,41.57059842074651,1411,15.527072272620066,87.07968031000242,6487,6567,4290,4634,-161.73286341593547,59.54482860786248,-161.70196137016174,59.55201513013544
5257,8158,410672.005226992,41.0672005226992,1379,15.267657740646113,59.03848982593773,7527,7641,3472,3705,-161.80634560617645,59.44834954634804,-161.78541486005645,59.45859034058701
2451,8131,409312.8309022643,40.93128309022643,1359,15.071187614164339,55.20846144385684,1873,2038,6162,6332,-161.5646987947483,59.95167560004021,-161.54942743491824,59.96649780222818
3745,8118,408658.4136348028,40.86584136348028,975,10.821316320945437,77.26829268292683,3140,3305,3722,3953,-161.78388772407345,59.83785905354227,-161.76313664101028,59.85268125573024
4583,7881,396727.88345108164,39.67278834510817,969,10.915235577844049,54.271792919680244,4904,5028,2615,2818,-161.8833312260255,59.683079330088475,-161.86509542575786,59.694218439611554
685,7864,395872.1070244012,39.58721070244012,490,5.525534916543097,43.66683621566633,503,604,5015,5207,-161.6677355578368,60.08049401178295,-161.6504879043817,60.089566996152556
329,7798,392549.680897289,39.2549680897289,436,4.937360904439991,29.79276737625032,267,346,478,640,-162.07530120224183,60.103670546113236,-162.06074849463909,60.110767236857775
104,7744,389831.33224783355,38.98313322478335,1807,20.53409090909091,80.18388429752066,68,253,14663,14872,-160.8010409717183,60.112024878255546,-160.78226618228018,60.128643711011755
3568,7634,384293.9553693132,38.42939553693132,1253,14.34085329943929,78.8807964369924,2820,2978,2675,2905,-161.87794133432075,59.86723396333298,-161.85728008278602,59.881427344822065
3414,7628,383991.9166304848,38.399191663048484,1149,13.155721966162485,95.16308337703198,2674,2922,341,519,-162.08760812163425,59.87226452892405,-162.07161810957695,59.89454274797021
4676,7608,382985.12083439017,38.298512083439014,2207,25.3027125181892,516.3412197686646,5041,5235,3162,3959,-161.83419337998416,59.664484203707204,-161.76259765183983,59.68191152021912
759,7455,375283.1329942664,37.52831329942664,823,9.531823925008133,102.9344064386318,554,683,6657,6966,-161.52023218818437,60.07339732103841,-161.49247424590507,60.08498558820355
4957,7442,374628.7157268049,37.46287157268049,810,9.389450701001696,71.21526471378661,6381,6445,4050,4350,-161.75442298275433,59.55578805432874,-161.72747352423073,59.561537272147106
1941,7407,372866.8230836393,37.28668230836393,1092,12.688242373638646,228.865127582017,1449,1582,3757,4275,-161.78074362057905,59.99263877699606,-161.73421088886164,60.00458637027485
4493,7384,371709.00791813055,37.170900791813054,678,7.890124386761586,68.65438786565547,4665,4789,5019,5251,-161.66737623172315,59.704549065378934,-161.64653531713157,59.71568817490201
1490,7281,366524.0095682433,36.65240095682433,1446,16.94621754982458,100.6367257244884,1069,1232,8438,8703,-161.36024223608268,60.02407981194025,-161.33643688105352,60.03872235107139
4975,7160,360432.8950018709,36.043289500187086,606,7.161699807593042,36.61229050279329,6473,6561,4044,4212,-161.7549619719248,59.54536759703295,-161.7398702751516,59.5532727715332
2464,7146,359728.1379446047,35.97281379446047,992,11.734920890996246,41.71788413098237,1893,1966,3912,4112,-161.7668197336752,59.95814347008587,-161.7488534279928,59.96470117165995
1391,6920,348351.3454487356,34.835134544873554,453,5.445592692148957,25.491329479768787,1006,1073,4194,4337,-161.741487242663,60.03836302495775,-161.7286413341001,60.04438173736135
5072,6917,348200.3260793214,34.82003260793214,310,3.727372579536702,42.78386583779095,6861,6912,16516,16737,-160.63458314957094,59.51383673056036,-160.6147303817919,59.51841813850937
5,6880,346337.75385654636,34.63377538565464,707,8.523641881862034,50.93953488372093,0,55,3212,3453,-161.82970180356355,60.12981152088111,-161.80805240521627,60.13475225494377
3464,6841,344374.50205416186,34.437450205416184,805,9.732761589130554,54.749890366905426,2720,2796,1963,2193,-161.94190138255007,59.883583301503954,-161.92124013101534,59.89041049766326
2932,6836,344122.8031051382,34.41228031051382,1410,17.05367906267881,133.1357519016969,2269,2404,7108,7450,-161.4797181688706,59.91879726064143,-161.4489957861537,59.93092451697705
1591,6726,338585.4262266178,33.85854262266178,2139,26.08148727719614,328.30746357418974,1148,1420,6968,7439,-161.49229458284825,60.0071914845988,-161.44998393296623,60.031625660326846
3229,6681,336320.13568540494,33.63201356854049,1036,12.674738839125007,256.07903008531656,2509,2641,5415,5937,-161.63180294647202,59.89750718840781,-161.58491088864096,59.909364950158185
2077,6675,336018.09694657655,33.60180969465765,1202,14.712241075144993,461.95295880149814,1570,1942,5016,5522,-161.6676457263084,59.96029942676776,-161.62219097293195,59.993716755337005
3905,6647,334608.5828320441,33.46085828320441,1305,16.006547667322504,127.33564013840831,3549,3694,1803,2118,-161.956274427096,59.80291458899002,-161.92797749564622,59.81594016060975
1589,6600,332242.6127112218,33.22426127112218,261,3.212687914560584,31.78242424242424,1145,1220,4062,4216,-161.75334500441338,60.02515779028119,-161.73951094903794,60.031895154912085
4273,6583,331386.83628454135,33.13868362845413,1330,16.392293198872093,289.29059699225274,4282,4511,5027,5488,-161.66665757949585,59.72952223027745,-161.62524524489794,59.75009365028379
2137,6358,320060.38357847696,32.00603835784769,1631,20.454727551529448,136.61906259830135,1619,1868,10754,10971,-161.1521924162806,59.96694695987024,-161.1326989746152,59.98931501044482
1358,6343,319305.286731406,31.9305286731406,1136,14.26365992038692,129.98013558253191,977,1159,4876,5148,-161.68022214028605,60.030637513514314,-161.65578796455802,60.04698685168529
1530,6337,319003.2479925776,31.90032479925776,1047,13.152394538232066,311.0645415811898,1105,1285,3306,3828,-161.82125763989282,60.01931874093441,-161.7743655820618,60.035488416048565
3031,6203,312257.7161587437,31.225771615874372,615,7.808618857004987,33.816540383685314,2358,2452,2464,2599,-161.8968957868157,59.91448534727766,-161.88476853048007,59.922929510948386
2700,6189,311552.9591014775,31.155295910147753,746,9.482625214898583,48.87703990951688,2087,2190,4778,4950,-161.68902563007043,59.9380212077216,-161.67357460718358,59.947273855148026
3850,6188,311502.61931167275,31.150261931167275,1159,14.733579928342197,76.49385908209437,3392,3509,3343,3570,-161.8179338733416,59.81953342174623,-161.79754211639207,59.83004371057043
5000,6183,311250.92036264914,31.125092036264913,304,3.866107808163679,34.22286915736697,6594,6656,4148,4316,-161.74561949296995,59.53683360183382,-161.73052779619675,59.542403156595356
4533,6173,310747.52246460185,31.074752246460186,1112,14.153265340976438,267.0753280414709,4770,4917,4791,5286,-161.68785782020106,59.6930506297422,-161.64339121363716,59.70625586441876
2061,6169,310546.1633053829,31.054616330538288,533,6.786093261989182,41.17620359863835,1553,1671,2771,2905,-161.86931750759322,59.984643770967395,-161.85728008278602,59.99524389132001
5192,6048,304455.04873901047,30.445504873901047,871,11.199851484748505,66.04232804232804,7291,7370,9426,9663,-161.27148868601168,59.47269389054768,-161.25019861377805,59.47979058129223
4066,6012,302642.8163060402,30.26428163060402,566,7.299732493572025,45.32335329341317,3979,4062,5007,5185,-161.66845421006408,59.769856586534424,-161.65246419800675,59.77731260339261
4238,5983,301182.962401703,30.1182962401703,297,3.8396969419104154,33.24686612067525,4240,4323,4555,4695,-161.7090580609063,59.7464105576189,-161.69648164692862,59.753866574477094
5271,5983,301182.962401703,30.1182962401703,298,3.8526252144421003,35.06000334280461,7580,7647,15359,15521,-160.73851822794356,59.44781055717757,-160.72396552034084,59.45382926958117
1650,5960,300025.1472361942,30.002514723619424,967,12.525738601646552,160.48389261744967,1203,1359,3254,3587,-161.82592887937025,60.01267120783193,-161.79601498040907,60.02668492626419
2248,5915,297759.85669498134,29.775985669498134,1029,13.379441971009902,440.40507185122567,1712,2074,6851,7296,-161.50280487167245,59.948441665017384,-161.46282984152913,59.98096067830251
673,5841,294034.7122494313,29.40347122494313,358,4.684243076140529,28.779318609827083,497,586,4781,4897,-161.6887561354852,60.08211097929436,-161.6783356781894,60.09010598532303
117,5789,291417.0431795853,29.14170431795853,755,9.923049935414461,65.1228191397478,81,149,4645,4884,-161.70097322334922,60.12136735721039,-161.67950348805877,60.127475901142404
3859,5766,290259.2280140765,29.02592280140765,1698,22.361470877665788,339.9236906000694,3414,3596,6817,7335,-161.50585914363845,59.81171807877439,-161.45932641192107,59.828067416945366
4555,5739,288900.05368934874,28.890005368934876,1271,16.777507366750463,417.5473078933612,4824,4961,5120,5757,-161.65830324735353,59.68909804249208,-161.60108056375512,59.70140496188451
4161,5738,288849.71389954403,28.884971389954405,1150,15.181600832392101,139.9121645172534,4135,4221,5531,5893,-161.62138248917623,59.75557337351692,-161.5888634758911,59.76329888496035
2180,5731,288497.3353709109,28.849733537091087,534,7.053847281639459,36.282673180945736,1660,1736,16537,16689,-160.6326966874743,59.97880472162062,-160.61904229515568,59.985631917779926
3943,5728,288346.31600149674,28.834631600149674,664,8.773372614856052,44.3463687150838,3686,3762,1808,1984,-161.95582526945392,59.796806045058005,-161.94001492045342,59.80363324121731
2352,5710,287440.1997850116,28.744019978501157,1406,18.606610504491393,185.07600700525393,1795,1969,763,1103,-162.04969921664443,59.95787397550064,-162.01915649698435,59.973504661444316
4232,5703,287087.82125637843,28.708782125637843,1291,17.095214580814392,108.88023847098019,4234,4357,14039,14310,-160.85709584544733,59.743356285652894,-160.8327515012477,59.754405563647566
3453,5667,285275.5888234081,28.527558882340813,779,10.34810558596506,52.991706370213514,2713,2823,576,740,-162.06649771245745,59.88115785023683,-162.0517653417979,59.89103931836215
197,5664,285124.5694539939,28.512456945399393,451,5.992594888929575,30.260593220338983,150,246,8284,8395,-161.37407629145812,60.11265369895443,-161.3641049918044,60.121277525681975
1108,5660,284923.210294775,28.492321029477502,442,5.875083639732424,71.46572438162544,802,903,5838,6055,-161.59380420995376,60.05363438478778,-161.57431076828837,60.06270736915739
1697,5614,282607.5799637574,28.26075799637574,1116,14.894570707189867,225.84182401140006,1243,1554,10841,11093,-161.14437707330876,59.995154059791595,-161.12173952814896,60.023091665127716
2202,5588,281298.74542883446,28.129874542883446,252,3.3711054838509313,26.940586972083036,1677,1734,3362,3499,-161.81622707430176,59.978984384677446,-161.80392015490932,59.98410478179692
1619,5438,273747.7769581248,27.374777695812483,1009,13.682692428222067,188.331004045605,1174,1387,9579,9872,-161.25774446216465,60.01015592503639,-161.23142382433994,60.02929004058814
2902,5425,273093.35969066335,27.309335969066336,652,8.852128802259783,61.582304147465436,2250,2335,3947,4151,-161.76367563018076,59.92499563610186,-161.7453499983847,59.93263131601688
